Nama Produk,Tahun Rilis,CPU,Kapasitas Baterai,RAM,Memori Internal,Kamera Utama,Kamera Selfie,Resolusi,Tipe Layar,Operasi Sistem
Sony Xperia 10 V 5G Dual SIM TD-LTE JP 128GB XQ-DC44  (Sony PDX-235),Aug 2023,Qualcomm Snapdragon 695 5G SM6375,5000 mAh,6 GB,128 GB,48 MP,8 MP,1080x2520,AM-OLED,Google Android 13 (Tiramisu)
Sony Xperia 5 V 5G Dual SIM TD-LTE EMEA 128GB XQ-DE54  (Sony PDX-237),Sep 2023,Qualcomm Snapdragon 8 Gen 2 5G SM8550-AB (Kalama),5000 mAh,8 GB,128 GB,51 MP,12 MP,1080x2520,AM-OLED,Google Android 13 (Tiramisu)
Sony Xperia 5 V 5G Dual SIM TD-LTE APAC 256GB XQ-DE72  (Sony PDX-237),Sep 2023,Qualcomm Snapdragon 8 Gen 2 5G SM8550-AB (Kalama),5000 mAh,8 GB,256 GB,51 MP,12 MP,1080x2520,AM-OLED,Google Android 13 (Tiramisu)
Sony Xperia 5 V 5G Dual SIM TD-LTE JP 256GB XQ-DE44  (Sony PDX-237),Oct 2023,Qualcomm Snapdragon 8 Gen 2 5G SM8550-AB (Kalama),5000 mAh,8 GB,256 GB,51 MP,12 MP,1080x2520,AM-OLED,Google Android 13 (Tiramisu)
Sony Xperia 5 V 5G Dual SIM TD-LTE JP 128GB SOG12  (Sony PDX-237),Oct 2023,Qualcomm Snapdragon 8 Gen 2 5G SM8550-AB (Kalama),5000 mAh,8 GB,128 GB,51 MP,12 MP,1080x2520,AM-OLED,Google Android 13 (Tiramisu)
Sony Xperia 5 V 5G Dual SIM TD-LTE JP 128GB XQ-DE44  (Sony PDX-237),Oct 2023,Qualcomm Snapdragon 8 Gen 2 5G SM8550-AB (Kalama),5000 mAh,8 GB,128 GB,51 MP,12 MP,1080x2520,AM-OLED,Google Android 13 (Tiramisu)
Sony Xperia 5 V 5G Dual SIM TD-LTE JP 128GB SO-53D  (Sony PDX-237),Oct 2023,Qualcomm Snapdragon 8 Gen 2 5G SM8550-AB (Kalama),5000 mAh,8 GB,128 GB,51 MP,12 MP,1080x2520,AM-OLED,Google Android 13 (Tiramisu)
Sony Xperia 10 V 5G Fun Edition Dual SIM TD-LTE JP 128GB SO-52D  (Sony PDX-235),Jan 2024,Qualcomm Snapdragon 695 5G SM6375,5000 mAh,6 GB,128 GB,48 MP,8 MP,1080x2520,AM-OLED,Google Android 13 (Tiramisu)
Sony Xperia 1 VI 5G Standard Edition Dual SIM TD-LTE APAC 512GB XQ-EC72  (Sony PDX-245),May 2024,Qualcomm Snapdragon 8 Gen 3 SM8650-AB (Lanai),5000 mAh,12 GB,512 GB,12 MP,12 MP,1080x2340,AM-OLED,Google Android 14 (Upside Down Cake)
Sony Xperia 1 VI 5G Standard Edition Dual SIM TD-LTE APAC 256GB XQ-EC72  (Sony PDX-245),May 2024,Qualcomm Snapdragon 8 Gen 3 SM8650-AB (Lanai),5000 mAh,12 GB,256 GB,12 MP,12 MP,1080x2340,AM-OLED,Google Android 14 (Upside Down Cake)
Sony Xperia 10 VI 5G Dual SIM TD-LTE APAC 128GB XQ-ES72  (Sony PDX-246),May 2024,Qualcomm Snapdragon 6 Gen 1 5G SM6450,5000 mAh,8 GB,128 GB,48 MP,8 MP,1080x2520,AM-OLED,Google Android 14 (Upside Down Cake)
Sony Xperia 1 VI 5G Standard Edition Dual SIM TD-LTE EMEA 256GB XQ-EC54  (Sony PDX-245),Jun 2024,Qualcomm Snapdragon 8 Gen 3 SM8650-AB (Lanai),5000 mAh,12 GB,256 GB,12 MP,12 MP,1080x2340,AM-OLED,Google Android 14 (Upside Down Cake)
Sony Xperia 1 VI 5G UW Standard Edition Dual SIM TD-LTE JP 256GB XQ-EC14 SOG13  (Sony PDX-245),Jun 2024,Qualcomm Snapdragon 8 Gen 3 SM8650-AB (Lanai),5000 mAh,12 GB,256 GB,12 MP,12 MP,1080x2340,AM-OLED,Google Android 14 (Upside Down Cake)
Sony Xperia 1 VI 5G UW Standard Edition Dual SIM TD-LTE JP 256GB XQ-EC04 SO-51E  (Sony PDX-245),Jun 2024,Qualcomm Snapdragon 8 Gen 3 SM8650-AB (Lanai),5000 mAh,12 GB,256 GB,12 MP,12 MP,1080x2340,AM-OLED,Google Android 14 (Upside Down Cake)
Sony Xperia 1 VI 5G UW Standard Edition Dual SIM TD-LTE JP 256GB XQ-EC24 A401SO  (Sony PDX-245),Jun 2024,Qualcomm Snapdragon 8 Gen 3 SM8650-AB (Lanai),5000 mAh,12 GB,256 GB,12 MP,12 MP,1080x2340,AM-OLED,Google Android 14 (Upside Down Cake)
Sony Xperia 10 VI 5G Global Dual SIM TD-LTE 128GB XQ-ES54  (Sony PDX-246),Jun 2024,Qualcomm Snapdragon 6 Gen 1 5G SM6450,5000 mAh,8 GB,128 GB,48 MP,8 MP,1080x2520,AM-OLED,Google Android 14 (Upside Down Cake)
Sony Xperia 1 VI 5G Standard Edition Dual SIM TD-LTE JP 512GB XQ-EC44  (Sony PDX-245),Jun 2024,Qualcomm Snapdragon 8 Gen 3 SM8650-AB (Lanai),5000 mAh,12 GB,512 GB,12 MP,12 MP,1080x2340,AM-OLED,Google Android 14 (Upside Down Cake)
Sony Xperia 1 VI 5G Standard Edition Dual SIM TD-LTE JP 256GB XQ-EC44  (Sony PDX-245),Jun 2024,Qualcomm Snapdragon 8 Gen 3 SM8650-AB (Lanai),5000 mAh,12 GB,256 GB,12 MP,12 MP,1080x2340,AM-OLED,Google Android 14 (Upside Down Cake)
Sony Xperia 10 VI 5G Dual SIM TD-LTE JP 128GB XQ-ES44  (Sony PDX-246),Jul 2024,Qualcomm Snapdragon 6 Gen 1 5G SM6450,5000 mAh,6 GB,128 GB,48 MP,8 MP,1080x2520,AM-OLED,Google Android 14 (Upside Down Cake)
Sony Xperia 10 VI 5G Dual SIM TD-LTE JP 128GB XQ-ES24 A402SO  (Sony PDX-246),Jul 2024,Qualcomm Snapdragon 6 Gen 1 5G SM6450,5000 mAh,6 GB,128 GB,48 MP,8 MP,1080x2520,AM-OLED,Google Android 14 (Upside Down Cake)
Sony Xperia 10 VI 5G Dual SIM TD-LTE JP 128GB XQ-ES04 SO-52E  (Sony PDX-246),Jul 2024,Qualcomm Snapdragon 6 Gen 1 5G SM6450,5000 mAh,6 GB,128 GB,48 MP,8 MP,1080x2520,AM-OLED,Google Android 14 (Upside Down Cake)
Sony Xperia 10 VI 5G Dual SIM TD-LTE JP 128GB XQ-ES14 SOG14  (Sony PDX-246),Jul 2024,Qualcomm Snapdragon 6 Gen 1 5G SM6450,5000 mAh,6 GB,128 GB,48 MP,8 MP,1080x2520,AM-OLED,Google Android 14 (Upside Down Cake)
Sony Xperia 1 VI 5G Premium Edition Dual SIM TD-LTE JP 512GB XQ-EC44  (Sony PDX-245),Aug 2024,Qualcomm Snapdragon 8 Gen 3 SM8650-AB (Lanai),5000 mAh,16 GB,512 GB,12 MP,12 MP,1080x2340,AM-OLED,Google Android 14 (Upside Down Cake)
Sony Xperia 1 VI 5G UW Dual SIM TD-LTE NA 256GB XQ-EC64  (Sony PDX-245),Sep 2024,Qualcomm Snapdragon 8 Gen 3 SM8650-AB (Lanai),5000 mAh,12 GB,256 GB,12 MP,12 MP,1080x2340,AM-OLED,Google Android 14 (Upside Down Cake)
