Nama Produk,Tahun Rilis,CPU,Kapasitas Baterai,RAM,Memori Internal,Kamera Utama,Kamera Selfie,Resolusi,Tipe Layar,Operasi Sistem
Sony Xperia Z5 Dual LTE E6633 S60  (Sony Sumire DS),Oct 2015,Qualcomm Snapdragon 810 MSM8994 v2.1,2900 mAh,3 GB,32 GB,22 MP,5 MP,1080x1920,Color TN-TFT LCD,Google Android 5.1.1 (Lollipop)
Sony Xperia Z5 TD-LTE 501SO  (Sony Sumire SS),Oct 2015,Qualcomm Snapdragon 810 MSM8994 v2.1,2900 mAh,3 GB,32 GB,22 MP,5 MP,1080x1920,Color TN-TFT LCD,Google Android 5.1.1 (Lollipop)
Sony Xperia Z5 WiMAX 2+ SOV32  (Sony Sumire SS),Oct 2015,Qualcomm Snapdragon 810 MSM8994 v2.1,2900 mAh,3 GB,32 GB,22 MP,5 MP,1080x1920,Color TN-TFT LCD,Google Android 5.1.1 (Lollipop)
Sony Xperia Z5 TD-LTE SO-01H  (Sony Sumire SS),Oct 2015,Qualcomm Snapdragon 810 MSM8994 v2.1,2900 mAh,3 GB,32 GB,22 MP,5 MP,1080x1920,Color TN-TFT LCD,Google Android 5.1.1 (Lollipop)
Sony Xperia Z5 Premium Dual SIM LTE E6833  (Sony Satsuki DS),Nov 2015,Qualcomm Snapdragon 810 MSM8994 v2.1,3430 mAh,3 GB,32 GB,22 MP,5 MP,2160x3840,Color IPS TFT LCD,Google Android 5.1.1 (Lollipop)
Sony Xperia Z5 Premium TD-LTE E6853  (Sony Satsuki SS),Nov 2015,Qualcomm Snapdragon 810 MSM8994 v2.1,3430 mAh,3 GB,32 GB,22 MP,5 MP,2160x3840,Color IPS TFT LCD,Google Android 5.1.1 (Lollipop)
Sony Xperia Z5 Premium LTE-A SO-03H  (Sony Satsuki SS),Nov 2015,Qualcomm Snapdragon 810 MSM8994 v2.1,3430 mAh,3 GB,32 GB,22 MP,5 MP,2160x3840,Color IPS TFT LCD,Google Android 5.1.1 (Lollipop)
Sony Xperia Z5 Premium Dual SIM TD-LTE E6883  (Sony Satsuki DS),Nov 2015,Qualcomm Snapdragon 810 MSM8994 v2.1,3430 mAh,3 GB,32 GB,22 MP,5 MP,2160x3840,Color IPS TFT LCD,Google Android 5.1.1 (Lollipop)
Sony Xperia Z5 Compact TD-LTE SO-02H  (Sony Suzuran),Dec 2015,Qualcomm Snapdragon 810 MSM8994 v2.1,2700 mAh,2 GB,32 GB,22 MP,5 MP,720x1280,Color TN-TFT LCD,Google Android 5.1.1 (Lollipop)
Sony Xperia XA LTE F3111 / PP10  (Sony Tuba SS),Mar 2016,MediaTek Helio P10 MT6755,2300 mAh,2 GB,16 GB,12 MP,8 MP,720x1280,Color TN-TFT LCD,Google Android 6.0.1 (Marshmallow)
Sony Xperia XA TD-LTE Dual F3116  (Sony Tuba DS),Mar 2016,MediaTek Helio P10 MT6755,2300 mAh,2 GB,16 GB,12 MP,8 MP,720x1280,Color TN-TFT LCD,Google Android 6.0.1 (Marshmallow)
Sony Xperia XA TD-LTE F3115  (Sony Tuba SS),Mar 2016,MediaTek Helio P10 MT6755,2300 mAh,2 GB,16 GB,12 MP,8 MP,720x1280,Color TN-TFT LCD,Google Android 6.0.1 (Marshmallow)
Sony Xperia XA LTE Dual F3112  (Sony Tuba DS),Mar 2016,MediaTek Helio P10 MT6755,2300 mAh,2 GB,16 GB,12 MP,8 MP,720x1280,Color TN-TFT LCD,Google Android 6.0.1 (Marshmallow)
Sony Xperia X LTE-A Dual F5122  (Sony Suzu DS),Mar 2016,Qualcomm Snapdragon 618 MSM8956 / Snapdragon 650,2620 mAh,3 GB,64 GB,23 MP,12 MP,1080x1920,Color TN-TFT LCD,Google Android 6.0.1 (Marshmallow)
Sony Xperia E5 F3311 LTE,Jun 2016,MediaTek MT6735,2700 mAh,1.5 GB,16 GB,12 MP,5 MP,720x1280,Color IPS TFT LCD,Google Android 6.0 (Marshmallow)
Sony Xperia E5 F3313 LTE,Jun 2016,MediaTek MT6735,2700 mAh,1.5 GB,16 GB,12 MP,5 MP,720x1280,Color IPS TFT LCD,Google Android 6.0 (Marshmallow)
Sony Xperia XA LTE F3113  (Sony Tuba SS),Jun 2016,MediaTek Helio P10 MT6755,2300 mAh,2 GB,16 GB,12 MP,8 MP,720x1280,Color TN-TFT LCD,Google Android 6.0.1 (Marshmallow)
Sony Xperia X LTE-A F5121  (Sony Suzu SS),Jun 2016,Qualcomm Snapdragon 618 MSM8956 / Snapdragon 650,2620 mAh,3 GB,32 GB,23 MP,12 MP,1080x1920,Color TN-TFT LCD,Google Android 6.0.1 (Marshmallow)
Sony Xperia X Performance WiMAX 2+ SOV33  (Sony Dora SS),Jun 2016,Qualcomm Snapdragon 820 MSM8996,2570 mAh,3 GB,32 GB,22 MP,12 MP,1080x1920,Color TN-TFT LCD,Google Android 6.0.1 (Marshmallow)
Sony Xperia X Performance TD-LTE 502SO  (Sony Dora SS),Jun 2016,Qualcomm Snapdragon 820 MSM8996,2570 mAh,3 GB,32 GB,22 MP,12 MP,1080x1920,Color TN-TFT LCD,Google Android 6.0.1 (Marshmallow)
Sony Xperia X Performance TD-LTE SO-04H  (Sony Dora SS),Jun 2016,Qualcomm Snapdragon 820 MSM8996,2700 mAh,3 GB,32 GB,22 MP,12 MP,1080x1920,Color TN-TFT LCD,Google Android 6.0.1 (Marshmallow)
Sony Xperia X Performance TD-LTE F8131  (Sony Dora SS),Jun 2016,Qualcomm Snapdragon 820 MSM8996,2700 mAh,3 GB,32 GB,22 MP,12 MP,1080x1920,Color TN-TFT LCD,Google Android 6.0.1 (Marshmallow)
Sony Xperia XA Ultra LTE F3215  (Sony Ukulele SS),Jul 2016,MediaTek Helio P10 MT6755,2700 mAh,3 GB,16 GB,21 MP,16 MP,1080x1920,Color TN-TFT LCD,Google Android 6.0.1 (Marshmallow)
Sony Xperia XA Ultra LTE Dual F3212  (Sony Ukulele DS),Jul 2016,MediaTek Helio P10 MT6755,2700 mAh,3 GB,16 GB,21 MP,16 MP,1080x1920,Color TN-TFT LCD,Google Android 6.0.1 (Marshmallow)
Sony Xperia XA Ultra TD-LTE Dual F3216  (Sony Ukulele DS),Jul 2016,MediaTek Helio P10 MT6755,2700 mAh,3 GB,16 GB,21 MP,16 MP,1080x1920,Color TN-TFT LCD,Google Android 6.0.1 (Marshmallow)
Sony Xperia X Performance TD-LTE Dual F8132  (Sony Dora DS),Jul 2016,Qualcomm Snapdragon 820 MSM8996,2700 mAh,3 GB,64 GB,22 MP,12 MP,1080x1920,Color TN-TFT LCD,Google Android 6.0.1 (Marshmallow)
Sony Xperia XA Ultra LTE F3213  (Sony Ukulele SS),Jul 2016,MediaTek Helio P10 MT6755,2700 mAh,3 GB,16 GB,21 MP,16 MP,1080x1920,Color TN-TFT LCD,Google Android 6.0.1 (Marshmallow)
Sony Xperia XA Ultra LTE F3211  (Sony Ukulele SS),Aug 2016,MediaTek Helio P10 MT6755,2700 mAh,3 GB,16 GB,21 MP,16 MP,1080x1920,Color TN-TFT LCD,Google Android 6.0.1 (Marshmallow)
Sony Xperia X Compact F5321 TD-LTE  (Sony Kugo SS),Sep 2016,Qualcomm Snapdragon 618 MSM8956 / Snapdragon 650,2700 mAh,3 GB,32 GB,22 MP,5 MP,720x1280,Color TN-TFT LCD,Google Android 6.0.1 (Marshmallow)
Sony Xperia XZ TD-LTE F8331  (Sony Kagura SS),Sep 2016,Qualcomm Snapdragon 820 MSM8996,2900 mAh,3 GB,32 GB,22 MP,13 MP,1080x1920,Color TN-TFT LCD,Google Android 6.0.1 (Marshmallow)
Sony Xperia XZ Dual SIM TD-LTE F8332  (Sony Kagura DS),Oct 2016,Qualcomm Snapdragon 820 MSM8996,2900 mAh,3 GB,64 GB,22 MP,13 MP,1080x1920,Color TN-TFT LCD,Google Android 6.0.1 (Marshmallow)
Sony Xperia XZ TD-LTE SO-01J  (Sony Kagura SS),Nov 2016,Qualcomm Snapdragon 820 MSM8996,2900 mAh,3 GB,32 GB,22 MP,13 MP,1080x1920,Color TN-TFT LCD,Google Android 6.0.1 (Marshmallow)
Sony Xperia X Compact TD-LTE SO-02J  (Sony Kugo SS),Nov 2016,Qualcomm Snapdragon 618 MSM8956 / Snapdragon 650,2700 mAh,3 GB,32 GB,22 MP,5 MP,720x1280,Color TN-TFT LCD,Google Android 6.0.1 (Marshmallow)
Sony Xperia XZ TD-LTE 601SO  (Sony Kagura SS),Nov 2016,Qualcomm Snapdragon 820 MSM8996,2900 mAh,3 GB,32 GB,22 MP,13 MP,1080x1920,Color TN-TFT LCD,Google Android 6.0.1 (Marshmallow)
Sony Xperia XA1 Dual LTE-A G3112   (Sony Hinoki DS),Apr 2017,MediaTek Helio P20 MT6757,2300 mAh,3 GB,32 GB,23 MP,8 MP,720x1280,Color IPS TFT LCD,Google Android 7.0 (Nougat)
Sony Xperia XA1 LTE-A EMEA G3121 / SM11  (Sony Hinoki SS),Apr 2017,MediaTek Helio P20 MT6757,2300 mAh,3 GB,32 GB,23 MP,8 MP,720x1280,Color IPS TFT LCD,Google Android 7.0 (Nougat)
Sony Xperia XA1 Ultra Global Dual SIM TD-LTE G3226  (Sony Redwood DS),Apr 2017,MediaTek Helio P20 MT6757,2700 mAh,4 GB,64 GB,23 MP,16 MP,1080x1920,Color TN-TFT LCD,Google Android 7.0 (Nougat)
Sony Xperia XA1 Ultra Dual SIM LTE-A EMEA G3212  (Sony Redwood DS),Apr 2017,MediaTek Helio P20 MT6757,2700 mAh,4 GB,32 GB,23 MP,16 MP,1080x1920,Color TN-TFT LCD,Google Android 7.0 (Nougat)
Sony Xperia XA1 Ultra LTE-A AM G3223    (Sony Redwood SS),Apr 2017,MediaTek Helio P20 MT6757,2700 mAh,4 GB,32 GB,23 MP,16 MP,1080x1920,Color TN-TFT LCD,Google Android 7.0 (Nougat)
Sony Xperia XA1 Ultra LTE-A EMEA G3221 / SM21  (Sony Redwood SS),Apr 2017,MediaTek Helio P20 MT6757,2700 mAh,4 GB,32 GB,23 MP,16 MP,1080x1920,Color TN-TFT LCD,Google Android 7.0 (Nougat)
Sony Xperia XZs TD-LTE G8231   (Sony Keyaki SS),Apr 2017,Qualcomm Snapdragon 820 MSM8996,2900 mAh,4 GB,32 GB,19 MP,13 MP,1080x1920,Color TN-TFT LCD,Google Android 7.1 (Nougat)
Sony Xperia XZs Dual TD-LTE G8232  (Sony Keyaki DS),Apr 2017,Qualcomm Snapdragon 820 MSM8996,2900 mAh,4 GB,64 GB,19 MP,13 MP,1080x1920,Color TN-TFT LCD,Google Android 7.1 (Nougat)
Sony Xperia L1 Dual LTE G3312,May 2017,MediaTek MT6737T,2620 mAh,2 GB,16 GB,12 MP,5 MP,720x1280,Color TN-TFT LCD,Google Android 7.0 (Nougat)
Sony Xperia L1 LTE G3313,May 2017,MediaTek MT6737T,2620 mAh,2 GB,16 GB,12 MP,5 MP,720x1280,Color TN-TFT LCD,Google Android 7.0 (Nougat)
Sony Xperia L1 LTE G3311,May 2017,MediaTek MT6737T,2620 mAh,2 GB,16 GB,12 MP,5 MP,720x1280,Color TN-TFT LCD,Google Android 7.0 (Nougat)
Sony Xperia XA1 Dual TD-LTE APAC G3116  (Sony Hinoki DS),May 2017,MediaTek Helio P20 MT6757,2300 mAh,3 GB,32 GB,23 MP,8 MP,720x1280,Color IPS TFT LCD,Google Android 7.0 (Nougat)
Sony Xperia XZ Premium Dual SIM TD-LTE G8142 / PF11  (Sony Maple DS),May 2017,Qualcomm Snapdragon 835 MSM8998,3230 mAh,4 GB,64 GB,19 MP,13 MP,2160x3840,Color TN-TFT LCD,Google Android 7.1 (Nougat)
Sony Xperia XZs TD-LTE SO-03J  (Sony Keyaki SS),May 2017,Qualcomm Snapdragon 820 MSM8996,2900 mAh,4 GB,-,19 MP,13 MP,1080x1920,Color TN-TFT LCD,Google Android 7.1.1 (Nougat)
Sony Xperia XA1 LTE-A NA G3123  (Sony Hinoki SS),May 2017,MediaTek Helio P20 MT6757,2300 mAh,3 GB,32 GB,23 MP,8 MP,720x1280,Color IPS TFT LCD,Google Android 7.0 (Nougat)
Sony Xperia XZs TD-LTE 602SO  (Sony Keyaki SS),May 2017,Qualcomm Snapdragon 820 MSM8996,2900 mAh,4 GB,32 GB,19 MP,13 MP,1080x1920,Color TN-TFT LCD,Google Android 7.1.1 (Nougat)
Sony Xperia XZ Premium TD-LTE G8141 / PF11  (Sony Maple SS),Jun 2017,Qualcomm Snapdragon 835 MSM8998,3230 mAh,4 GB,64 GB,19 MP,13 MP,2160x3840,Color TN-TFT LCD,Google Android 7.1 (Nougat)
Sony Xperia XZ Premium TD-LTE SO-04J / PF11  (Sony Maple SS),Jun 2017,Qualcomm Snapdragon 835 MSM8998,3230 mAh,4 GB,64 GB,19 MP,13 MP,2160x3840,Color TN-TFT LCD,Google Android 7.1 (Nougat)
Sony Xperia XZ Premium TD-LTE G8188 / PF11  (Sony Maple SS),Jul 2017,Qualcomm Snapdragon 835 MSM8998,3230 mAh,4 GB,64 GB,19 MP,13 MP,2160x3840,Color TN-TFT LCD,Google Android 7.1 (Nougat)
Sony Xperia XZ1 TD-LTE G8341  (Sony PF31),Sep 2017,Qualcomm Snapdragon 835 MSM8998,2700 mAh,4 GB,64 GB,19 MP,13 MP,1080x1920,Color IPS TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia XZ1 Compact TD-LTE G8441 / PF41  (Sony Lilac),Sep 2017,Qualcomm Snapdragon 835 MSM8998,2700 mAh,4 GB,32 GB,19 MP,8 MP,720x1280,Color IPS TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia XA1 Plus LTE 32GB G3423  (Sony SM11L),Oct 2017,MediaTek Helio P20 MT6757,3430 mAh,3 GB,32 GB,23 MP,8 MP,1080x1920,Color TN-TFT LCD,Google Android 7.0 (Nougat)
Sony Xperia XA1 Plus TD-LTE 32GB G3416  (Sony SM11L),Oct 2017,MediaTek Helio P20 MT6757,3430 mAh,3 GB,32 GB,23 MP,8 MP,1080x1920,Color TN-TFT LCD,Google Android 7.0 (Nougat)
Sony Xperia XA1 Plus LTE-A 32GB G3412  (Sony SM11L),Oct 2017,MediaTek Helio P20 MT6757,3430 mAh,3 GB,32 GB,23 MP,8 MP,1080x1920,Color TN-TFT LCD,Google Android 7.0 (Nougat)
Sony Xperia XA1 Plus Dual SIM LTE-A 32GB G3421  (Sony SM11L),Oct 2017,MediaTek Helio P20 MT6757,3430 mAh,3 GB,32 GB,23 MP,8 MP,1080x1920,Color TN-TFT LCD,Google Android 7.0 (Nougat)
Sony Xperia XA1 Plus TD-LTE 32GB G3426  (Sony SM11L),Oct 2017,MediaTek Helio P20 MT6757,3430 mAh,3 GB,32 GB,23 MP,8 MP,1080x1920,Color TN-TFT LCD,Google Android 7.0 (Nougat)
Sony Xperia XZ1 TD-LTE NA G8343  (Sony PF31),Oct 2017,Qualcomm Snapdragon 835 MSM8998,2700 mAh,4 GB,64 GB,19 MP,13 MP,1080x1920,Color IPS TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia R1 Plus Dual SIM TD-LTE,Oct 2017,Qualcomm Snapdragon 430 MSM8937,2620 mAh,3 GB,32 GB,13 MP,8 MP,720x1280,Color IPS TFT LCD,Google Android 7.1 (Nougat)
Sony Xperia R1 Dual SIM TD-LTE,Oct 2017,Qualcomm Snapdragon 430 MSM8937,2620 mAh,2 GB,16 GB,13 MP,8 MP,720x1280,Color IPS TFT LCD,Google Android 7.1 (Nougat)
Sony Xperia XZ1 WiMAX 2+ SOV36  (Sony PF31),Nov 2017,Qualcomm Snapdragon 835 MSM8998,2700 mAh,4 GB,64 GB,19 MP,13 MP,1080x1920,Color IPS TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia XZ1 Dual SIM TD-LTE G8342  (Sony PF31),Nov 2017,Qualcomm Snapdragon 835 MSM8998,2700 mAh,4 GB,64 GB,19 MP,13 MP,1080x1920,Color IPS TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia XZ1 TD-LTE 701SO  (Sony PF31),Nov 2017,Qualcomm Snapdragon 835 MSM8998,2700 mAh,4 GB,64 GB,19 MP,13 MP,1080x1920,Color IPS TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia XZ1 TD-LTE SO-01K  (Sony PF31),Nov 2017,Qualcomm Snapdragon 835 MSM8998,2700 mAh,4 GB,64 GB,19 MP,13 MP,1080x1920,Color TN-TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia XZ1 Compact TD-LTE SO-02K  (Sony Lilac),Nov 2017,Qualcomm Snapdragon 835 MSM8998,2700 mAh,4 GB,32 GB,19 MP,8 MP,720x1280,Color IPS TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia L2 LTE-A AM H3321  (Sony Ranger),Jan 2018,MediaTek MT6737T,3300 mAh,3 GB,32 GB,12 MP,7 MP,720x1280,Color TN-TFT LCD,Google Android 7.1.1 (Nougat)
Sony Xperia L2 Dual SIM TD-LTE EMEA H4311  (Sony Ranger),Jan 2018,MediaTek MT6737T,3300 mAh,3 GB,32 GB,12 MP,7 MP,720x1280,Color TN-TFT LCD,Google Android 7.1.1 (Nougat)
Sony Xperia L2 TD-LTE EMEA H3311  (Sony Ranger),Jan 2018,MediaTek MT6737T,3300 mAh,3 GB,32 GB,12 MP,7 MP,720x1280,Color TN-TFT LCD,Google Android 7.1.1 (Nougat)
Sony Xperia L2 Dual SIM TD-LTE APAC H4331  (Sony Ranger),Feb 2018,MediaTek MT6737T,3300 mAh,3 GB,32 GB,12 MP,7 MP,720x1280,Color TN-TFT LCD,Google Android 7.1.1 (Nougat)
Sony Xperia XA2 TD-LTE EMEA H3113  (Sony Pioneer),Feb 2018,Qualcomm Snapdragon 630 SDM630,3300 mAh,3 GB,32 GB,22 MP,7 MP,1080x1920,Color TN-TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia XA2 LTE-A NA H3123  (Sony Pioneer),Feb 2018,Qualcomm Snapdragon 630 SDM630,3300 mAh,3 GB,32 GB,22 MP,7 MP,1080x1920,Color TN-TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia XA2 Dual SIM TD-LTE EMEA H4113  (Sony Pioneer),Feb 2018,Qualcomm Snapdragon 630 SDM630,3300 mAh,3 GB,32 GB,22 MP,7 MP,1080x1920,Color TN-TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia XA2 Ultra LTE-A AM H3223  (Sony Avenger),Feb 2018,Qualcomm Snapdragon 630 SDM630,3580 mAh,4 GB,32 GB,22 MP,15 MP,1080x1920,Color TN-TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia XA2 Ultra TD-LTE EMEA H3213 / SM22  (Sony Avenger),Feb 2018,Qualcomm Snapdragon 630 SDM630,3580 mAh,4 GB,32 GB,22 MP,15 MP,1080x1920,Color TN-TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia XA2 Ultra Dual SIM TD-LTE APAC H4223  (Sony Avenger),Feb 2018,Qualcomm Snapdragon 630 SDM630,3580 mAh,4 GB,64 GB,22 MP,15 MP,1080x1920,Color TN-TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia XA2 Ultra Dual SIM TD-LTE EMEA H4213  (Sony Avenger),Feb 2018,Qualcomm Snapdragon 630 SDM630,3580 mAh,4 GB,64 GB,22 MP,15 MP,1080x1920,Color TN-TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia XA2 TD-LTE H3133  (Sony Pioneer),Mar 2018,Qualcomm Snapdragon 630 SDM630,3300 mAh,3 GB,32 GB,22 MP,7 MP,1080x1920,Color TN-TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia XZ2 Dual SIM TD-LTE H8296  (Sony Akari),Mar 2018,Qualcomm Snapdragon 845 SDM845 (Napali),3180 mAh,6 GB,64 GB,19 MP,4 MP,1080x2160,Color IPS TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia XZ2 Compact Global Dual SIM TD-LTE H8324  (Sony Apollo),Apr 2018,Qualcomm Snapdragon 845 SDM845 (Napali),2870 mAh,4 GB,64 GB,19 MP,4 MP,1080x2160,Color IPS TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia XA2 Dual SIM TD-LTE H4133  (Sony Pioneer),Apr 2018,Qualcomm Snapdragon 630 SDM630,3300 mAh,3 GB,32 GB,22 MP,7 MP,1080x1920,Color TN-TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia XZ2 Compact Global TD-LTE H8314 / PF32  (Sony Apollo),Apr 2018,Qualcomm Snapdragon 845 SDM845 (Napali),2870 mAh,4 GB,64 GB,19 MP,4 MP,1080x2160,Color IPS TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia XZ2 TD-LTE H8216 / PF22  (Sony Akari),Apr 2018,Qualcomm Snapdragon 845 SDM845 (Napali),3180 mAh,4 GB,64 GB,19 MP,4 MP,1080x2160,Color IPS TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia XZ2 TD-LTE JP 702SO  (Sony Akari),May 2018,Qualcomm Snapdragon 845 SDM845 (Napali),3060 mAh,4 GB,64 GB,19 MP,4 MP,1080x2160,Color IPS TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia XZ2 WiMAX 2+ SOV37  (Sony Akari),May 2018,Qualcomm Snapdragon 845 SDM845 (Napali),3060 mAh,4 GB,64 GB,19 MP,4 MP,1080x2160,Color IPS TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia XZ2 TD-LTE JP SO-03K  (Sony Akari),May 2018,Qualcomm Snapdragon 845 SDM845 (Napali),3060 mAh,4 GB,64 GB,19 MP,4 MP,1080x2160,Color IPS TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia XZ2 Premium TD-LTE H8116 / PF12  (Sony Aurora),Jun 2018,Qualcomm Snapdragon 845 SDM845 (Napali),3540 mAh,6 GB,64 GB,19 MP,13 MP,2160x3840,Color IPS TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia XZ2 Premium Dual SIM TD-LTE H8166  (Sony Aurora),Jun 2018,Qualcomm Snapdragon 845 SDM845 (Napali),3540 mAh,6 GB,64 GB,19 MP,13 MP,2160x3840,Color IPS TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia XZ2 Compact Global TD-LTE SO-05K  (Sony Apollo),Jun 2018,Qualcomm Snapdragon 845 SDM845 (Napali),2760 mAh,4 GB,64 GB,19 MP,5 MP,1080x2160,Color IPS TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia XZ2 Premium WiMAX 2+ SOV38  (Sony Aurora),Aug 2018,Qualcomm Snapdragon 845 SDM845 (Napali),3540 mAh,6 GB,64 GB,19 MP,13 MP,2160x3840,Color IPS TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia XA2 Plus Global Dual SIM TD-LTE 32GB H4413  (Sony Voyager),Aug 2018,Qualcomm Snapdragon 630 SDM630,3580 mAh,4 GB,32 GB,22 MP,8 MP,1080x2160,Color IPS TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia XA2 Plus Dual SIM TD-LTE 64GB APAC H4493  (Sony Voyager),Aug 2018,Qualcomm Snapdragon 630 SDM630,3580 mAh,6 GB,64 GB,22 MP,8 MP,1080x2160,Color IPS TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia XA2 Plus Global TD-LTE 32GB H3413  (Sony Voyager),Aug 2018,Qualcomm Snapdragon 630 SDM630,3580 mAh,4 GB,32 GB,22 MP,8 MP,1080x2160,Color IPS TFT LCD,Google Android 8.0 (Oreo)
Sony Xperia XZ3 Dual SIM TD-LTE EMEA H9436  (Sony Akatsuki),Oct 2018,Qualcomm Snapdragon 845 SDM845 (Napali),3330 mAh,4 GB,64 GB,19 MP,13 MP,1440x2880,AM-OLED,Google Android 9.0 (Pie)
Sony Xperia XZ3 Dual SIM TD-LTE APAC H9493  (Sony Akatsuki),Oct 2018,Qualcomm Snapdragon 845 SDM845 (Napali),3330 mAh,6 GB,64 GB,19 MP,13 MP,1440x2880,AM-OLED,Google Android 9.0 (Pie)
Sony Xperia XZ3 Global TD-LTE H8416 / PF42  (Sony Akatsuki),Oct 2018,Qualcomm Snapdragon 845 SDM845 (Napali),3330 mAh,4 GB,64 GB,19 MP,13 MP,1440x2880,AM-OLED,Google Android 9.0 (Pie)
Sony Xperia XZ3 TD-LTE JP SO-01L  (Sony Akatsuki),Nov 2018,Qualcomm Snapdragon 845 SDM845 (Napali),3330 mAh,4 GB,64 GB,19 MP,13 MP,1440x2880,AM-OLED,Google Android 9.0 (Pie)
Sony Xperia XZ3 WiMAX 2+ JP SOV39  (Sony Akatsuki),Nov 2018,Qualcomm Snapdragon 845 SDM845 (Napali),3330 mAh,4 GB,64 GB,19 MP,13 MP,1440x2880,AM-OLED,Google Android 9.0 (Pie)
Sony Xperia XZ3 TD-LTE JP 801SO  (Sony Akatsuki),Nov 2018,Qualcomm Snapdragon 845 SDM845 (Napali),3330 mAh,4 GB,64 GB,19 MP,13 MP,1440x2880,AM-OLED,Google Android 9.0 (Pie)
Sony Xperia 10 LTE-A NA I3123  (Sony Kirin),Feb 2019,Qualcomm Snapdragon 630 SDM630,2870 mAh,3 GB,64 GB,13 MP,8 MP,1080x2520,Color IPS TFT LCD,Google Android 9.0 (Pie)
Sony Xperia 10 Global Dual SIM TD-LTE I4113  (Sony Kirin),Feb 2019,Qualcomm Snapdragon 630 SDM630,2870 mAh,3 GB,64 GB,13 MP,8 MP,1080x2520,Color IPS TFT LCD,Google Android 9.0 (Pie)
Sony Xperia 10 Global TD-LTE I3113  (Sony Kirin),Feb 2019,Qualcomm Snapdragon 630 SDM630,2870 mAh,3 GB,64 GB,13 MP,8 MP,1080x2520,Color IPS TFT LCD,Google Android 9.0 (Pie)
Sony Xperia 10 Premium Edition Global Dual SIM TD-LTE I4193  (Sony Kirin),Feb 2019,Qualcomm Snapdragon 630 SDM630,2870 mAh,4 GB,64 GB,13 MP,8 MP,1080x2520,Color IPS TFT LCD,Google Android 9.0 (Pie)
Sony Xperia 10 Plus Premium Edition Global Dual SIM TD-LTE I4293  (Sony Mermaid),Feb 2019,Qualcomm Snapdragon 636 SDM636,3000 mAh,6 GB,64 GB,12 MP,8 MP,1080x2520,Color IPS TFT LCD,Google Android 9.0 (Pie)
Sony Xperia 10 Plus LTE-A NA I3223  (Sony Mermaid),Feb 2019,Qualcomm Snapdragon 636 SDM636,3000 mAh,4 GB,64 GB,12 MP,8 MP,1080x2520,Color IPS TFT LCD,Google Android 9.0 (Pie)
Sony Xperia 10 Plus Global Dual SIM TD-LTE I4213  (Sony Mermaid),Feb 2019,Qualcomm Snapdragon 636 SDM636,3000 mAh,4 GB,64 GB,12 MP,8 MP,1080x2520,Color IPS TFT LCD,Google Android 9.0 (Pie)
Sony Xperia 10 Plus Global TD-LTE I3213  (Sony Mermaid),Feb 2019,Qualcomm Snapdragon 636 SDM636,3000 mAh,4 GB,64 GB,12 MP,8 MP,1080x2520,Color IPS TFT LCD,Google Android 9.0 (Pie)
Sony Xperia L3 Dual SIM TD-LTE EMEA I4312  (Sony Dragon),Mar 2019,MediaTek Helio P22 MT6762,3300 mAh,3 GB,32 GB,12 MP,7 MP,720x1440,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Sony Xperia L3 TD-LTE EMEA I3312  (Sony Dragon),Mar 2019,MediaTek Helio P22 MT6762,3300 mAh,3 GB,32 GB,12 MP,7 MP,720x1440,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Sony Xperia L3 Dual SIM TD-LTE APAC I4332  (Sony Dragon),Mar 2019,MediaTek Helio P22 MT6762,3300 mAh,3 GB,32 GB,12 MP,7 MP,720x1440,Color IPS TFT LCD,Google Android 8.1 (Oreo)
