Nama Produk,Tahun Rilis,CPU,Kapasitas Baterai,RAM,Memori Internal,Kamera Utama,Kamera Selfie,Resolusi,Tipe Layar,Operasi Sistem
Apple iPhone SE 2020 2nd gen A2275 Dual SIM TD-LTE NA 256GB  (Apple iPhone 12.8),Apr 2020,Apple A13 Bionic APL1085 / APL1W85 (T8030),1821 mAh,3 GB,256 GB,12 MP,7 MP,750x1334,Color IPS TFT LCD,Apple iOS 13.4
Apple iPhone SE 2020 2nd gen A2275 Dual SIM TD-LTE NA 64GB  (Apple iPhone 12.8),Apr 2020,Apple A13 Bionic APL1085 / APL1W85 (T8030),1821 mAh,3 GB,64 GB,12 MP,7 MP,750x1334,Color IPS TFT LCD,Apple iOS 13.4
Apple iPhone SE 2020 2nd gen A2275 Dual SIM TD-LTE NA 128GB  (Apple iPhone 12.8),Apr 2020,Apple A13 Bionic APL1085 / APL1W85 (T8030),1821 mAh,3 GB,128 GB,12 MP,7 MP,750x1334,Color IPS TFT LCD,Apple iOS 13.4
Apple iPhone 12 Pro 5G A2408 Dual SIM TD-LTE CN 128GB / A2409  (Apple iPhone 13.3),Oct 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2815 mAh,6 GB,128 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Pro Max 5G A2412 Dual SIM TD-LTE CN 512GB / A2413  (Apple iPhone 13.4),Oct 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),3687 mAh,6 GB,512 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Pro Max 5G A2412 Dual SIM TD-LTE CN 256GB / A2413  (Apple iPhone 13.4),Oct 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),3687 mAh,6 GB,256 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Pro Max 5G A2412 Dual SIM TD-LTE CN 128GB / A2413  (Apple iPhone 13.4),Oct 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),3687 mAh,6 GB,128 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Mini UW 5G A2176 Dual SIM TD-LTE US 256GB  (Apple iPhone 13.1),Oct 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2227 mAh,4 GB,256 GB,12 MP,12 MP,1080x2340,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Mini UW 5G A2176 Dual SIM TD-LTE US 128GB  (Apple iPhone 13.1),Oct 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2227 mAh,4 GB,128 GB,12 MP,12 MP,1080x2340,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Pro 5G A2407 Global Dual SIM TD-LTE 128GB  (Apple iPhone 13.3),Oct 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2815 mAh,6 GB,128 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Pro 5G A2407 Global Dual SIM TD-LTE 256GB  (Apple iPhone 13.3),Oct 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2815 mAh,6 GB,256 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Pro 5G A2407 Global Dual SIM TD-LTE 512GB  (Apple iPhone 13.3),Oct 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2815 mAh,6 GB,512 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Pro Max 5G A2411 Global Dual SIM TD-LTE 128GB  (Apple iPhone 13.4),Oct 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),3687 mAh,6 GB,128 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Pro Max 5G A2411 Global Dual SIM TD-LTE 256GB  (Apple iPhone 13.4),Oct 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),3687 mAh,6 GB,256 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Mini 5G A2399 Global Dual SIM TD-LTE 128GB  (Apple iPhone 13.1),Oct 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2227 mAh,4 GB,128 GB,12 MP,12 MP,1080x2340,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Mini 5G A2399 Global Dual SIM TD-LTE 64GB  (Apple iPhone 13.1),Oct 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2227 mAh,4 GB,64 GB,12 MP,12 MP,1080x2340,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Mini 5G A2399 Global Dual SIM TD-LTE 256GB  (Apple iPhone 13.1),Oct 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2227 mAh,4 GB,256 GB,12 MP,12 MP,1080x2340,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Pro Max 5G A2411 Global Dual SIM TD-LTE 512GB  (Apple iPhone 13.4),Oct 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),3687 mAh,6 GB,512 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Mini 5G A2398 Dual SIM TD-LTE JP CA 256GB  (Apple iPhone 13.1),Oct 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2227 mAh,4 GB,256 GB,12 MP,12 MP,1080x2340,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Mini 5G A2398 Dual SIM TD-LTE JP CA 128GB  (Apple iPhone 13.1),Oct 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2227 mAh,4 GB,128 GB,12 MP,12 MP,1080x2340,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Mini 5G A2398 Dual SIM TD-LTE JP CA 64GB  (Apple iPhone 13.1),Oct 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2227 mAh,4 GB,64 GB,12 MP,12 MP,1080x2340,AM-OLED,Apple iOS 14.1
Apple iPhone 12 5G A2402 Dual SIM TD-LTE JP CA 256GB  (Apple iPhone 13.2),Oct 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2815 mAh,4 GB,256 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 14.1
Apple iPhone 12 5G A2402 Dual SIM TD-LTE JP CA 128GB  (Apple iPhone 13.2),Oct 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2815 mAh,4 GB,128 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 14.1
Apple iPhone 12 5G A2402 Dual SIM TD-LTE JP CA 64GB  (Apple iPhone 13.2),Oct 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2815 mAh,4 GB,64 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Pro 5G A2406 Dual SIM TD-LTE JP CA 512GB  (Apple iPhone 13.3),Oct 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2815 mAh,6 GB,512 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Pro 5G A2406 Dual SIM TD-LTE JP CA 256GB  (Apple iPhone 13.3),Oct 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2815 mAh,6 GB,256 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Pro 5G A2406 Dual SIM TD-LTE JP CA 128GB  (Apple iPhone 13.3),Oct 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2815 mAh,6 GB,128 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Pro Max 5G A2410 Dual SIM TD-LTE JP CA 128GB  (Apple iPhone 13.4),Oct 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),3687 mAh,6 GB,128 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Pro Max 5G A2410 Dual SIM TD-LTE JP CA 256GB  (Apple iPhone 13.4),Oct 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),3687 mAh,6 GB,256 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Pro Max 5G A2410 Dual SIM TD-LTE JP CA 512GB  (Apple iPhone 13.4),Oct 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),3687 mAh,6 GB,512 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 14.1
Apple iPhone 12 5G A2404 Dual SIM TD-LTE CN 128GB / A2405  (Apple iPhone 13.2),Nov 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2815 mAh,4 GB,128 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Pro 5G A2408 Dual SIM TD-LTE CN 512GB / A2409  (Apple iPhone 13.3),Nov 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2815 mAh,6 GB,512 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Pro 5G A2408 Dual SIM TD-LTE CN 256GB / A2409  (Apple iPhone 13.3),Nov 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2815 mAh,6 GB,256 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Mini UW 5G A2176 Dual SIM TD-LTE US 64GB  (Apple iPhone 13.1),Nov 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2227 mAh,4 GB,64 GB,12 MP,12 MP,1080x2340,AM-OLED,Apple iOS 14.1
Apple iPhone 12 UW 5G A2172 Dual SIM TD-LTE US 256GB  (Apple iPhone 13.2),Nov 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2815 mAh,4 GB,256 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 14.1
Apple iPhone 12 UW 5G A2172 Dual SIM TD-LTE US 64GB  (Apple iPhone 13.2),Nov 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2815 mAh,4 GB,64 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Pro Max UW 5G A2342 Dual SIM TD-LTE US 512GB  (Apple iPhone 13.4),Nov 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),3687 mAh,6 GB,512 GB,12 MP,12 MP,1284x2772,AM-OLED,Apple iOS 14.1
Apple iPhone 12 UW 5G A2172 Dual SIM TD-LTE US 128GB  (Apple iPhone 13.2),Nov 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2815 mAh,4 GB,128 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Pro Max UW 5G A2342 Dual SIM TD-LTE US 128GB  (Apple iPhone 13.4),Nov 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),3687 mAh,6 GB,128 GB,12 MP,12 MP,1284x2772,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Pro Max UW 5G A2342 Dual SIM TD-LTE US 256GB  (Apple iPhone 13.4),Nov 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),3687 mAh,6 GB,256 GB,12 MP,12 MP,1284x2772,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Pro UW 5G A2341 Dual SIM TD-LTE US 512GB  (Apple iPhone 13.3),Nov 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2815 mAh,6 GB,512 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Pro UW 5G A2341 Dual SIM TD-LTE US 128GB  (Apple iPhone 13.3),Nov 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2815 mAh,6 GB,128 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 14.1
Apple iPhone 12 Pro UW 5G A2341 Dual SIM TD-LTE US 256GB  (Apple iPhone 13.3),Nov 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2815 mAh,6 GB,256 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 14.1
Apple iPhone 12 5G A2403 Global Dual SIM TD-LTE 128GB  (Apple iPhone 13.2),Nov 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2815 mAh,4 GB,128 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 14.1
Apple iPhone 12 5G A2403 Global Dual SIM TD-LTE 64GB  (Apple iPhone 13.2),Nov 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2815 mAh,4 GB,64 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 14.1
Apple iPhone 12 5G A2403 Global Dual SIM TD-LTE 256GB  (Apple iPhone 13.2),Nov 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2815 mAh,4 GB,256 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 14.1
Apple iPhone 12 mini 5G A2400 Dual SIM TD-LTE CN 256GB / A2401  (Apple iPhone 13.1),Nov 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2227 mAh,4 GB,256 GB,12 MP,12 MP,1080x2340,AM-OLED,Apple iOS 14.1
Apple iPhone 12 mini 5G A2400 Dual SIM TD-LTE CN 128GB / A2401  (Apple iPhone 13.1),Nov 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2227 mAh,4 GB,128 GB,12 MP,12 MP,1080x2340,AM-OLED,Apple iOS 14.1
Apple iPhone 12 mini 5G A2400 Dual SIM TD-LTE CN 64GB / A2401  (Apple iPhone 13.1),Nov 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2227 mAh,4 GB,64 GB,12 MP,12 MP,1080x2340,AM-OLED,Apple iOS 14.1
Apple iPhone 12 5G A2404 Dual SIM TD-LTE CN 256GB / A2405  (Apple iPhone 13.2),Nov 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2815 mAh,4 GB,256 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 14.1
Apple iPhone 12 5G A2404 Dual SIM TD-LTE CN 64GB / A2405  (Apple iPhone 13.2),Nov 2020,Apple A14 Bionic APL1001 / APL1W01 (T8101),2815 mAh,4 GB,64 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 14.1
Apple iPhone 13 Pro Max UW 5G A2484 Dual SIM TD-LTE US 1TB  (Apple iPhone 14.3),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),4352 mAh,6 GB,1000 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro Max UW 5G A2484 Dual SIM TD-LTE US 128GB  (Apple iPhone 14.3),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),4352 mAh,6 GB,128 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro Max UW 5G A2484 Dual SIM TD-LTE US 256GB  (Apple iPhone 14.3),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),4352 mAh,6 GB,256 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro Max 5G A2643 Global Dual SIM TD-LTE 1TB  (Apple iPhone 14.3),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),4352 mAh,6 GB,1000 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro Max 5G A2643 Global Dual SIM TD-LTE 128GB  (Apple iPhone 14.3),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),4352 mAh,6 GB,128 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro Max 5G A2643 Global Dual SIM TD-LTE 256GB  (Apple iPhone 14.3),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),4352 mAh,6 GB,256 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 15
Apple iPhone 13 mini 5G A2628 Global Dual SIM TD-LTE 512GB  (Apple iPhone 14.4),Sep 2021,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),2406 mAh,4 GB,512 GB,12 MP,12 MP,1080x2340,AM-OLED,Apple iOS 15
Apple iPhone 13 5G A2633 Global Dual SIM TD-LTE 512GB  (Apple iPhone 14.5),Sep 2021,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),3227 mAh,4 GB,512 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro 5G A2638 Global Dual SIM TD-LTE 512GB  (Apple iPhone 14.2),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),3095 mAh,6 GB,512 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro Max UW 5G A2484 Dual SIM TD-LTE US 512GB  (Apple iPhone 14.3),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),4352 mAh,6 GB,512 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro Max 5G A2643 Global Dual SIM TD-LTE 512GB  (Apple iPhone 14.3),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),4352 mAh,6 GB,512 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 15
Apple iPhone 13 mini 5G A2629 Dual SIM TD-LTE CN 128GB  (Apple iPhone 14.4),Sep 2021,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),2406 mAh,4 GB,128 GB,12 MP,12 MP,1080x2340,AM-OLED,Apple iOS 15
Apple iPhone 13 5G A2634 Dual SIM TD-LTE CN 128GB  (Apple iPhone 14.5),Sep 2021,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),3227 mAh,4 GB,128 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 5G A2634 Dual SIM TD-LTE CN 512GB  (Apple iPhone 14.5),Sep 2021,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),3227 mAh,4 GB,512 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 5G A2634 Dual SIM TD-LTE CN 256GB  (Apple iPhone 14.5),Sep 2021,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),3227 mAh,4 GB,256 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro 5G A2639 Dual SIM TD-LTE CN 1TB  (Apple iPhone 14.2),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),3095 mAh,6 GB,1000 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro 5G A2639 Dual SIM TD-LTE CN 512GB  (Apple iPhone 14.2),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),3095 mAh,6 GB,512 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro 5G A2639 Dual SIM TD-LTE CN 128GB  (Apple iPhone 14.2),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),3095 mAh,6 GB,128 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro 5G A2639 Dual SIM TD-LTE CN 256GB  (Apple iPhone 14.2),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),3095 mAh,6 GB,256 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro Max 5G A2644 Dual SIM TD-LTE CN 1TB  (Apple iPhone 14.3),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),4352 mAh,6 GB,1000 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro Max 5G A2644 Dual SIM TD-LTE CN 128GB  (Apple iPhone 14.3),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),4352 mAh,6 GB,128 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro Max 5G A2644 Dual SIM TD-LTE CN 256GB  (Apple iPhone 14.3),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),4352 mAh,6 GB,256 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro Max 5G A2644 Dual SIM TD-LTE CN 512GB  (Apple iPhone 14.3),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),4352 mAh,6 GB,512 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 15
Apple iPhone 13 mini UW 5G A2481 Dual SIM TD-LTE US 128GB  (Apple iPhone 14.4),Sep 2021,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),2406 mAh,4 GB,128 GB,12 MP,12 MP,1080x2340,AM-OLED,Apple iOS 15
Apple iPhone 13 mini UW 5G A2481 Dual SIM TD-LTE US 256GB  (Apple iPhone 14.4),Sep 2021,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),2406 mAh,4 GB,256 GB,12 MP,12 MP,1080x2340,AM-OLED,Apple iOS 15
Apple iPhone 13 mini UW 5G A2481 Dual SIM TD-LTE US 512GB  (Apple iPhone 14.4),Sep 2021,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),2406 mAh,4 GB,512 GB,12 MP,12 MP,1080x2340,AM-OLED,Apple iOS 15
Apple iPhone 13 mini 5G A2628 Global Dual SIM TD-LTE 128GB  (Apple iPhone 14.4),Sep 2021,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),2406 mAh,4 GB,128 GB,12 MP,12 MP,1080x2340,AM-OLED,Apple iOS 15
Apple iPhone 13 mini 5G A2628 Global Dual SIM TD-LTE 256GB  (Apple iPhone 14.4),Sep 2021,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),2406 mAh,4 GB,256 GB,12 MP,12 MP,1080x2340,AM-OLED,Apple iOS 15
Apple iPhone 13 UW 5G A2482 Dual SIM TD-LTE US 512GB  (Apple iPhone 14.5),Sep 2021,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),3227 mAh,4 GB,512 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 UW 5G A2482 Dual SIM TD-LTE US 128GB  (Apple iPhone 14.5),Sep 2021,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),3227 mAh,4 GB,128 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 UW 5G A2482 Dual SIM TD-LTE US 256GB  (Apple iPhone 14.5),Sep 2021,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),3227 mAh,4 GB,256 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 5G A2633 Global Dual SIM TD-LTE 128GB  (Apple iPhone 14.5),Sep 2021,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),3227 mAh,4 GB,128 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 5G A2633 Global Dual SIM TD-LTE 256GB  (Apple iPhone 14.5),Sep 2021,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),3227 mAh,4 GB,256 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro UW 5G A2483 Dual SIM TD-LTE US 1TB  (Apple iPhone 14.2),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),3095 mAh,6 GB,1000 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro UW 5G A2483 Dual SIM TD-LTE US 128GB  (Apple iPhone 14.2),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),3095 mAh,6 GB,128 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro UW 5G A2483 Dual SIM TD-LTE US 256GB  (Apple iPhone 14.2),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),3095 mAh,6 GB,256 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro UW 5G A2483 Dual SIM TD-LTE US 512GB  (Apple iPhone 14.2),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),3095 mAh,6 GB,512 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro 5G A2638 Global Dual SIM TD-LTE 1TB  (Apple iPhone 14.2),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),3095 mAh,6 GB,1000 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro 5G A2638 Global Dual SIM TD-LTE 128GB  (Apple iPhone 14.2),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),3095 mAh,6 GB,128 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro 5G A2638 Global Dual SIM TD-LTE 256GB  (Apple iPhone 14.2),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),3095 mAh,6 GB,256 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 mini 5G A2630 Dual SIM TD-LTE RU KZ 256GB  (Apple iPhone 14.4),Sep 2021,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),2406 mAh,4 GB,256 GB,12 MP,12 MP,1080x2340,AM-OLED,Apple iOS 15
Apple iPhone 13 mini 5G A2630 Dual SIM TD-LTE RU KZ 512GB  (Apple iPhone 14.4),Sep 2021,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),2406 mAh,4 GB,512 GB,12 MP,12 MP,1080x2340,AM-OLED,Apple iOS 15
Apple iPhone 13 5G A2635 Dual SIM TD-LTE RU KZ 512GB  (Apple iPhone 14.5),Sep 2021,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),3227 mAh,4 GB,512 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 5G A2635 Dual SIM TD-LTE RU KZ 128GB  (Apple iPhone 14.5),Sep 2021,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),3227 mAh,4 GB,128 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 5G A2635 Dual SIM TD-LTE RU KZ 256GB  (Apple iPhone 14.5),Sep 2021,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),3227 mAh,4 GB,256 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro 5G A2640 Dual SIM TD-LTE RU KZ 1TB  (Apple iPhone 14.2),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),3095 mAh,6 GB,1000 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro 5G A2640 Dual SIM TD-LTE RU KZ 512GB  (Apple iPhone 14.2),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),3095 mAh,6 GB,512 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro 5G A2640 Dual SIM TD-LTE RU KZ 128GB  (Apple iPhone 14.2),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),3095 mAh,6 GB,128 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro 5G A2640 Dual SIM TD-LTE RU KZ 256GB  (Apple iPhone 14.2),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),3095 mAh,6 GB,256 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro Max 5G A2645 Dual SIM TD-LTE RU KZ 1TB  (Apple iPhone 14.3),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),4352 mAh,6 GB,1000 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 15
