Nama Produk,Tahun Rilis,CPU,Kapasitas Baterai,RAM,Memori Internal,Kamera Utama,Kamera Selfie,Resolusi,Tipe Layar,Operasi Sistem
Vivo Y69 Dual SIM TD-LTE IN 1714,Sep 2017,MediaTek MT6750,3000 mAh,3 GB,32 GB,13 MP,16 MP,720x1280,Color TN-TFT LCD,Google Android 7.0 (Nougat)
Vivo Y69 Dual SIM TD-LTE MY VN PH 1714,Sep 2017,MediaTek MT6750,3000 mAh,3 GB,32 GB,13 MP,16 MP,720x1280,Color TN-TFT LCD,Google Android 7.0 (Nougat)
Vivo X20 Dual SIM TD-LTE CN,Sep 2017,Qualcomm Snapdragon 660 SDM660,3245 mAh,4 GB,64 GB,24 MP,24 MP,1080x2160,AM-OLED,Google Android 7.1.1 (Nougat)
Vivo X20A Dual SIM TD-LTE CN,Sep 2017,Qualcomm Snapdragon 660 SDM660,3245 mAh,4 GB,64 GB,24 MP,24 MP,1080x2160,AM-OLED,Google Android 7.1.1 (Nougat)
Vivo V7 Dual SIM TD-LTE MY VN 1718,Oct 2017,Qualcomm Snapdragon 450 SDM450,3000 mAh,4 GB,32 GB,16 MP,24 MP,720x1440,Color IPS TFT LCD,Google Android 7.1 (Nougat)
Vivo V7 Dual SIM TD-LTE PH 1718,Oct 2017,Qualcomm Snapdragon 450 SDM450,3000 mAh,4 GB,32 GB,16 MP,24 MP,720x1440,Color IPS TFT LCD,Google Android 7.1 (Nougat)
Vivo Y65 Dual SIM TD-LTE TH ID 1719,Oct 2017,Qualcomm Snapdragon 425 MSM8917,3000 mAh,3 GB,16 GB,12 MP,4 MP,720x1280,Color TN-TFT LCD,Google Android 7.1.2 (Nougat)
Vivo Y65 Dual SIM LTE MY VN 1719,Oct 2017,Qualcomm Snapdragon 425 MSM8917,3000 mAh,3 GB,16 GB,12 MP,4 MP,720x1280,Color TN-TFT LCD,Google Android 7.1 (Nougat)
Vivo Y65 Dual SIM TD-LTE KH 1719,Oct 2017,Qualcomm Snapdragon 425 MSM8917,3000 mAh,3 GB,16 GB,12 MP,4 MP,720x1280,Color TN-TFT LCD,Google Android 7.1 (Nougat)
Vivo Y65 Dual SIM TD-LTE PH BD NP PK 1719,Oct 2017,Qualcomm Snapdragon 425 MSM8917,3000 mAh,3 GB,16 GB,12 MP,4 MP,720x1280,Color TN-TFT LCD,Google Android 7.1 (Nougat)
Vivo X20 Plus Dual SIM TD-LTE CN,Oct 2017,Qualcomm Snapdragon 660 SDM660,3905 mAh,4 GB,64 GB,24 MP,24 MP,1080x2160,AM-OLED,Google Android 7.1.1 (Nougat)
Vivo Y79 Dual SIM TD-LTE CN,Nov 2017,Qualcomm Snapdragon 625 MSM8953,3225 mAh,4 GB,64 GB,16 MP,24 MP,720x1440,Color IPS TFT LCD,Google Android 7.1 (Nougat)
Vivo Y79A Dual SIM TD-LTE CN,Nov 2017,Qualcomm Snapdragon 625 MSM8953,3225 mAh,4 GB,64 GB,16 MP,24 MP,720x1440,Color IPS TFT LCD,Google Android 7.1 (Nougat)
Vivo V7 Dual SIM TD-LTE RU 1718,Dec 2017,Qualcomm Snapdragon 450 SDM450,3000 mAh,4 GB,32 GB,16 MP,24 MP,720x1440,Color IPS TFT LCD,Google Android 7.1 (Nougat)
Vivo Y66i A Dual SIM TD-LTE CN,Dec 2017,Qualcomm Snapdragon 425 MSM8917,3000 mAh,3 GB,32 GB,12 MP,4 MP,720x1280,Color IPS TFT LCD,Google Android 7.1 (Nougat)
Vivo Y66i Dual SIM TD-LTE CN,Dec 2017,Qualcomm Snapdragon 425 MSM8917,3000 mAh,3 GB,32 GB,12 MP,4 MP,720x1280,Color IPS TFT LCD,Google Android 7.1 (Nougat)
Vivo V7 Dual SIM TD-LTE HK TW 1718,Dec 2017,Qualcomm Snapdragon 450 SDM450,3000 mAh,4 GB,32 GB,16 MP,24 MP,720x1440,Color IPS TFT LCD,Google Android 7.1 (Nougat)
Vivo X20A Dual SIM TD-LTE CN 128GB,Dec 2017,Qualcomm Snapdragon 660 SDM660,3245 mAh,4 GB,128 GB,24 MP,24 MP,1080x2160,AM-OLED,Google Android 7.1.1 (Nougat)
Vivo Y75 Standard Edition Dual SIM LTE CN 32GB,Dec 2017,MediaTek Helio P23 MT6763,3000 mAh,3 GB,32 GB,13 MP,15 MP,720x1440,Color IPS TFT LCD,Google Android 7.1 (Nougat)
Vivo Y75A Standard Edition Dual SIM LTE CN 32GB,Dec 2017,MediaTek Helio P23 MT6763,3000 mAh,3 GB,32 GB,13 MP,15 MP,720x1440,Color IPS TFT LCD,Google Android 7.1 (Nougat)
Vivo Y75 Premium Edition Dual SIM LTE CN 32GB,Dec 2017,MediaTek Helio P23 MT6763,3000 mAh,4 GB,32 GB,13 MP,15 MP,720x1440,Color IPS TFT LCD,Google Android 7.1 (Nougat)
Vivo Y75A Premium Edition Dual SIM LTE CN 32GB,Dec 2017,MediaTek Helio P23 MT6763,3000 mAh,4 GB,32 GB,13 MP,15 MP,720x1440,Color IPS TFT LCD,Google Android 7.1 (Nougat)
Vivo Y75 Premium Edition Dual SIM LTE CN 64GB,Dec 2017,MediaTek Helio P23 MT6763,3000 mAh,4 GB,64 GB,13 MP,15 MP,720x1440,Color IPS TFT LCD,Google Android 7.1 (Nougat)
Vivo Y75A Premium Edition Dual SIM LTE CN 64GB,Dec 2017,MediaTek Helio P23 MT6763,3000 mAh,4 GB,64 GB,13 MP,15 MP,720x1440,Color IPS TFT LCD,Google Android 7.1 (Nougat)
Vivo X20Plus UD Dual SIM TD-LTE CN,Feb 2018,Qualcomm Snapdragon 660 SDM660,3905 mAh,4 GB,128 GB,12 MP,12 MP,1080x2160,AM-OLED,Google Android 7.1.1 (Nougat)
Vivo Y85A Dual SIM TD-LTE CN 32GB,Mar 2018,Qualcomm Snapdragon 450 SDM450,3260 mAh,4 GB,32 GB,13 MP,16 MP,1080x2280,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y85 Dual SIM TD-LTE CN 64GB,Mar 2018,Qualcomm Snapdragon 450 SDM450,3260 mAh,4 GB,64 GB,13 MP,16 MP,1080x2280,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo X20 Plus A Dual SIM TD-LTE CN 128GB,Mar 2018,Qualcomm Snapdragon 660 SDM660,3905 mAh,4 GB,128 GB,24 MP,24 MP,1080x2160,AM-OLED,Google Android 7.1.1 (Nougat)
Vivo X21 Dual SIM TD-LTE CN 128GB X21A,Mar 2018,Qualcomm Snapdragon 660 SDM660,3200 mAh,6 GB,128 GB,12 MP,24 MP,1080x2280,AM-OLED,Google Android 8.1 (Oreo)
Vivo X21 UD Dual SIM TD-LTE CN 128GB X21UD A,Mar 2018,Qualcomm Snapdragon 660 SDM660,3200 mAh,6 GB,128 GB,12 MP,24 MP,1080x2280,AM-OLED,Google Android 8.1 (Oreo)
Vivo X21 Dual SIM TD-LTE CN 64GB,Mar 2018,Qualcomm Snapdragon 660 SDM660,3200 mAh,6 GB,64 GB,12 MP,24 MP,1080x2280,AM-OLED,Google Android 8.1 (Oreo)
Vivo V9 Dual SIM TD-LTE RU 1723,Apr 2018,Qualcomm Snapdragon 626 MSM8953 Pro,3260 mAh,4 GB,64 GB,16 MP,24 MP,1080x2280,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y71 Dual SIM TD-LTE VN 16GB 1724  (BBK 1724),Apr 2018,Qualcomm Snapdragon 425 MSM8917,3360 mAh,3 GB,16 GB,13 MP,5 MP,720x1440,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo V9 Dual SIM TD-LTE IN ID TH PK NP 1723,Apr 2018,Qualcomm Snapdragon 626 MSM8953 Pro,3260 mAh,4 GB,64 GB,16 MP,24 MP,1080x2280,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo V9 Dual SIM TD-LTE PH 1723,Apr 2018,Qualcomm Snapdragon 626 MSM8953 Pro,3260 mAh,4 GB,64 GB,16 MP,24 MP,1080x2280,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo V9 Dual SIM TD-LTE VN MY BD 1723,Apr 2018,Qualcomm Snapdragon 626 MSM8953 Pro,3260 mAh,4 GB,64 GB,16 MP,24 MP,1080x2280,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y71 Dual SIM TD-LTE IN 16GB 1724  (BBK 1724),Apr 2018,Qualcomm Snapdragon 425 MSM8917,3360 mAh,3 GB,16 GB,13 MP,5 MP,720x1440,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y71 Dual SIM TD-LTE IN 32GB 1724  (BBK 1724),Apr 2018,Qualcomm Snapdragon 425 MSM8917,3360 mAh,4 GB,32 GB,13 MP,5 MP,720x1440,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo V9 Youth Edition Dual SIM TD-LTE IN PK NP 1727  (BBK 1727),Apr 2018,Qualcomm Snapdragon 450 SDM450,3260 mAh,4 GB,32 GB,16 MP,16 MP,1080x2280,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y75s Dual SIM LTE CN 32GB,May 2018,Qualcomm Snapdragon 450 SDM450,3225 mAh,4 GB,32 GB,13 MP,15 MP,720x1440,Color TN-TFT LCD,Google Android 7.1.1 (Nougat)
Vivo Y75s Dual SIM LTE CN 64GB,May 2018,Qualcomm Snapdragon 450 SDM450,3225 mAh,4 GB,64 GB,13 MP,15 MP,720x1440,Color TN-TFT LCD,Google Android 7.1.1 (Nougat)
Vivo V9 Youth Edition Dual SIM TD-LTE RU 1727  (BBK 1727),May 2018,Qualcomm Snapdragon 450 SDM450,3260 mAh,4 GB,32 GB,16 MP,16 MP,1080x2280,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo V9 Youth Edition Dual SIM TD-LTE VN BD 1727  (BBK 1727),May 2018,Qualcomm Snapdragon 450 SDM450,3260 mAh,4 GB,32 GB,16 MP,16 MP,1080x2280,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo V9 Youth Edition Dual SIM TD-LTE TW 1727  (BBK 1727),May 2018,Qualcomm Snapdragon 450 SDM450,3260 mAh,4 GB,32 GB,16 MP,16 MP,1080x2280,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y71 Dual SIM TD-LTE BD NP 1801 / Y71i  (BBK V1731B),May 2018,Qualcomm Snapdragon 425 MSM8917,3360 mAh,2 GB,16 GB,8 MP,5 MP,720x1440,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y71i Dual SIM TD-LTE IN 1801  (BBK V1731B),May 2018,Qualcomm Snapdragon 425 MSM8917,3360 mAh,2 GB,16 GB,8 MP,5 MP,720x1440,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y71 Dual SIM TD-LTE RU 16GB 1801  (BBK 1731B),May 2018,Qualcomm Snapdragon 425 MSM8917,3360 mAh,3 GB,16 GB,8 MP,5 MP,720x1440,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y83 Dual SIM TD-LTE IN ID 1802  (BBK 1802),May 2018,MediaTek Helio P22 MT6762,3260 mAh,4 GB,32 GB,13 MP,8 MP,720x1520,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y83 Pro Dual SIM TD-LTE IN 1803  (BBK 1802),May 2018,MediaTek Helio P22 MT6762,3260 mAh,4 GB,64 GB,13 MP,8 MP,720x1520,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y83 Dual SIM TD-LTE CN,May 2018,MediaTek Helio P22 MT6762,3260 mAh,4 GB,64 GB,13 MP,8 MP,720x1520,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y83A Dual SIM TD-LTE CN,May 2018,MediaTek Helio P22 MT6762,3260 mAh,4 GB,64 GB,13 MP,8 MP,720x1520,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo V9 Dual SIM TD-LTE TW HK SG 1723,May 2018,Qualcomm Snapdragon 626 MSM8953 Pro,3260 mAh,4 GB,64 GB,16 MP,24 MP,1080x2280,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo X21 Dual SIM TD-LTE TW HK SG 128GB,May 2018,Qualcomm Snapdragon 660 SDM660,3200 mAh,6 GB,128 GB,12 MP,24 MP,1080x2280,AM-OLED,Google Android 8.1 (Oreo)
Vivo X21 UD Dual SIM TD-LTE HK SG TW MY 1725,May 2018,Qualcomm Snapdragon 660 SDM660,3200 mAh,6 GB,128 GB,12 MP,24 MP,1080x2280,AM-OLED,Google Android 8.1 (Oreo)
Vivo X21i Dual SIM TD-LTE CN 128GB,May 2018,MediaTek Helio P60 MT6771,3245 mAh,4 GB,128 GB,12 MP,24 MP,1080x2280,AM-OLED,Google Android 8.1 (Oreo)
Vivo X21iA Dual SIM TD-LTE CN 128GB,May 2018,MediaTek Helio P60 MT6771,3245 mAh,4 GB,128 GB,12 MP,24 MP,1080x2280,AM-OLED,Google Android 8.1 (Oreo)
Vivo X21i Dual SIM TD-LTE CN 64GB,May 2018,MediaTek Helio P60 MT6771,3245 mAh,6 GB,64 GB,12 MP,24 MP,1080x2280,AM-OLED,Google Android 8.1 (Oreo)
Vivo X21iA Dual SIM TD-LTE CN 64GB,May 2018,MediaTek Helio P60 MT6771,3245 mAh,6 GB,64 GB,12 MP,24 MP,1080x2280,AM-OLED,Google Android 8.1 (Oreo)
Vivo X21 UD Dual SIM TD-LTE IN 1728 / X21,May 2018,Qualcomm Snapdragon 660 SDM660,3200 mAh,6 GB,128 GB,12 MP,24 MP,1080x2280,AM-OLED,Google Android 8.1 (Oreo)
Vivo Z1 Standard Edition Dual SIM TD-LTE CN 128GB V1801A0  (BBK V1801A),Jun 2018,Qualcomm Snapdragon 660 SDM660,3260 mAh,6 GB,128 GB,13 MP,12 MP,1080x2280,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Z1 Standard Edition Dual SIM TD-LTE CN 64GB V1801A0  (BBK V1801A),Jun 2018,Qualcomm Snapdragon 660 SDM660,3260 mAh,4 GB,64 GB,13 MP,12 MP,1080x2280,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y81 Dual SIM TD-LTE TW MY VN PH 1808  (BBK 1808),Jun 2018,MediaTek Helio P22 MT6762,3260 mAh,3 GB,32 GB,13 MP,4 MP,720x1520,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y85 Dual SIM TD-LTE TH 1726  (BBK 1726),Jun 2018,MediaTek Helio P22 MT6762,3260 mAh,4 GB,32 GB,13 MP,8 MP,720x1520,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y85 Dual SIM TD-LTE VN SG HK BD 1726  (BBK 1726),Jun 2018,MediaTek Helio P22 MT6762,3260 mAh,4 GB,32 GB,13 MP,8 MP,720x1520,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Nex A Dual SIM TD-LTE CN 128GB  (BBK Apex),Jun 2018,Qualcomm Snapdragon 710 SDM710,4000 mAh,6 GB,128 GB,12 MP,8 MP,1080x2316,AM-OLED,Google Android 8.1 (Oreo)
Vivo Nex Dual SIM TD-LTE CN 128GB  (BBK Apex),Jun 2018,Qualcomm Snapdragon 710 SDM710,4000 mAh,6 GB,128 GB,12 MP,8 MP,1080x2316,AM-OLED,Google Android 8.1 (Oreo)
Vivo Nex S Dual SIM TD-LTE CN 256GB / NEX Ultimate  (BBK Apex),Jun 2018,Qualcomm Snapdragon 845 SDM845 (Napali),4000 mAh,8 GB,256 GB,12 MP,8 MP,1080x2316,AM-OLED,Google Android 8.1 (Oreo)
Vivo Nex S Dual SIM TD-LTE CN 128GB  (BBK Apex),Jun 2018,Qualcomm Snapdragon 845 SDM845 (Napali),4000 mAh,8 GB,128 GB,12 MP,8 MP,1080x2316,AM-OLED,Google Android 8.1 (Oreo)
Vivo Y85 Dual SIM TD-LTE RU 64GB 1726  (BBK 1726),Jul 2018,MediaTek Helio P22 MT6762,3260 mAh,4 GB,64 GB,13 MP,8 MP,720x1520,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo V9 6GB Dual SIM TD-LTE ID / V9 Pro  (BBK V1801A),Jul 2018,Qualcomm Snapdragon 660 SDM660,3260 mAh,6 GB,64 GB,13 MP,12 MP,1080x2280,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Z1i Dual SIM TD-LTE CN V1730DA  (BBK V1730D),Jul 2018,Qualcomm Snapdragon 636 SDM636,3260 mAh,4 GB,128 GB,13 MP,16 MP,1080x2280,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Z1i Dual SIM TD-LTE CN V1730DT  (BBK V1730D),Jul 2018,Qualcomm Snapdragon 636 SDM636,3260 mAh,4 GB,128 GB,13 MP,16 MP,1080x2280,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Nex Global Dual SIM TD-LTE 128GB 1805  (BBK Apex),Jul 2018,Qualcomm Snapdragon 845 SDM845 (Napali),4000 mAh,8 GB,128 GB,12 MP,8 MP,1080x2316,AM-OLED,Google Android 8.1 (Oreo)
Vivo Y81 Standard Edition Dual SIM TD-LTE CN 32GB V1732A / Y81s  (BBK V1732),Aug 2018,MediaTek Helio P22 MT6762,3260 mAh,3 GB,32 GB,13 MP,4 MP,720x1520,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y81 Standard Edition Dual SIM TD-LTE CN 32GB V1732T / Y81s  (BBK V1732),Aug 2018,MediaTek Helio P22 MT6762,3260 mAh,3 GB,32 GB,13 MP,4 MP,720x1520,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y81 Standard Edition Dual SIM TD-LTE CN 64GB V1732A / Y81s  (BBK V1732),Aug 2018,MediaTek Helio P22 MT6762,3260 mAh,3 GB,64 GB,13 MP,4 MP,720x1520,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y81 Premium Edition Dual SIM TD-LTE CN 64GB V1732A / Y81s  (BBK V1732),Aug 2018,MediaTek Helio P22 MT6762,3260 mAh,4 GB,64 GB,13 MP,4 MP,720x1520,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y81 Dual SIM TD-LTE IN ID PK TH 1808  (BBK 1808),Aug 2018,MediaTek Helio P22 MT6762,3260 mAh,3 GB,32 GB,13 MP,4 MP,720x1520,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y81 Dual SIM TD-LTE SG HK 1808  (BBK 1808),Aug 2018,MediaTek Helio P22 MT6762,3260 mAh,3 GB,32 GB,13 MP,4 MP,720x1520,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo V9 Pro Dual SIM TD-LTE IN 1851  (BBK V1801A),Sep 2018,Qualcomm Snapdragon 660 SDM660,3260 mAh,4 GB,64 GB,13 MP,15 MP,1080x2280,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo V9 Pro 6GB Dual SIM TD-LTE IN 1851  (BBK V1801A),Sep 2018,Qualcomm Snapdragon 660 SDM660,3260 mAh,6 GB,64 GB,13 MP,15 MP,1080x2280,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y97 Dual SIM TD-LTE CN V1813A  (BBK V1813),Sep 2018,MediaTek Helio P60 MT6771,3315 mAh,4 GB,128 GB,16 MP,16 MP,1080x2280,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y97 Dual SIM TD-LTE CN V1813T  (BBK V1813),Sep 2018,MediaTek Helio P60 MT6771,3315 mAh,4 GB,128 GB,16 MP,16 MP,1080x2280,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo V11 Dual SIM TD-LTE RU 128GB 1804  (BBK V1814),Sep 2018,Qualcomm Snapdragon 660 SDM660,3400 mAh,6 GB,128 GB,12 MP,24 MP,1080x2340,AM-OLED,Google Android 8.1 (Oreo)
Vivo V11 Pro Dual SIM TD-LTE TH PK NP 128GB 1804 / V11 / V11Pro  (BBK V1814),Sep 2018,Qualcomm Snapdragon 660 SDM660,3400 mAh,6 GB,128 GB,12 MP,24 MP,1080x2340,AM-OLED,Google Android 8.1 (Oreo)
Vivo V11 Dual SIM TD-LTE SG 128GB 1804  (BBK V1814),Sep 2018,Qualcomm Snapdragon 660 SDM660,3400 mAh,6 GB,128 GB,12 MP,24 MP,1080x2340,AM-OLED,Google Android 8.1 (Oreo)
Vivo Y81 Dual SIM TD-LTE RU 1808  (BBK 1808),Sep 2018,MediaTek Helio P22 MT6762,3260 mAh,3 GB,32 GB,13 MP,4 MP,720x1520,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo V11 Dual SIM TD-LTE PH 64GB 1804  (BBK V1814),Sep 2018,Qualcomm Snapdragon 660 SDM660,3400 mAh,6 GB,64 GB,12 MP,24 MP,1080x2340,AM-OLED,Google Android 8.1 (Oreo)
Vivo V11 Pro Dual SIM TD-LTE ID 64GB 1804  (BBK V1814),Sep 2018,Qualcomm Snapdragon 660 SDM660,3400 mAh,6 GB,64 GB,12 MP,24 MP,1080x2340,AM-OLED,Google Android 8.1 (Oreo)
Vivo V11 Dual SIM TD-LTE MY VN HK BD 128GB 1804 / V11 Pro  (BBK V1814),Sep 2018,Qualcomm Snapdragon 660 SDM660,3400 mAh,6 GB,128 GB,12 MP,24 MP,1080x2340,AM-OLED,Google Android 8.1 (Oreo)
Vivo V11 Pro Dual SIM TD-LTE IN 64GB 1804  (BBK V1814),Sep 2018,Qualcomm Snapdragon 660 SDM660,3400 mAh,6 GB,64 GB,12 MP,24 MP,1080x2340,AM-OLED,Google Android 8.1 (Oreo)
Vivo V11 Dual SIM TD-LTE TH PK NP 128GB 1806 / V11i  (BBK V1813),Sep 2018,MediaTek Helio P60 MT6771,3315 mAh,4 GB,128 GB,16 MP,24 MP,1080x2280,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo V11i Dual SIM TD-LTE RU 128GB 1806  (BBK V1813),Sep 2018,MediaTek Helio P60 MT6771,3315 mAh,4 GB,128 GB,16 MP,24 MP,1080x2280,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo V11 Dual SIM TD-LTE IN ID 64GB 1806   (BBK V1813),Sep 2018,MediaTek Helio P60 MT6771,3315 mAh,6 GB,64 GB,16 MP,24 MP,1080x2280,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo X23 Dual SIM TD-LTE CN V1809A  (BBK V1809),Sep 2018,Qualcomm Snapdragon 670 SDM670,3400 mAh,8 GB,128 GB,12 MP,12 MP,1080x2340,AM-OLED,Google Android 8.1 (Oreo)
Vivo X23 Dual SIM TD-LTE CN V1809T  (BBK V1809),Sep 2018,Qualcomm Snapdragon 670 SDM670,3400 mAh,8 GB,128 GB,12 MP,12 MP,1080x2340,AM-OLED,Google Android 8.1 (Oreo)
Vivo Z3i Dual SIM TD-LTE CN 128GB V1813T / Z3is Standard Edition  (BBK V1813),Oct 2018,MediaTek Helio P60 MT6771,3315 mAh,6 GB,128 GB,16 MP,24 MP,1080x2280,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Z3i Dual SIM TD-LTE CN 128GB V1813A / Z3is Standard Edition  (BBK V1813),Oct 2018,MediaTek Helio P60 MT6771,3315 mAh,6 GB,128 GB,16 MP,24 MP,1080x2280,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Z1 Lite Dual SIM TD-LTE CN V1730EA / Vivo Z1 Youth Edition  (BBK V1730E),Nov 2018,Qualcomm Snapdragon 626 MSM8953 Pro,3260 mAh,4 GB,32 GB,16 MP,16 MP,1080x2280,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo X23 Symphony Edition Dual SIM TD-LTE CN V1816A  (BBK V1816),Nov 2018,Qualcomm Snapdragon 660 SDM660,3500 mAh,6 GB,128 GB,12 MP,24 MP,1080x2340,AM-OLED,Google Android 8.1 (Oreo)
Vivo X23 Symphony Edition Dual SIM TD-LTE CN V1816T  (BBK V1816),Nov 2018,Qualcomm Snapdragon 660 SDM660,3500 mAh,6 GB,128 GB,12 MP,24 MP,1080x2340,AM-OLED,Google Android 8.1 (Oreo)
Vivo V11 Dual SIM TD-LTE MY VN BD 128GB 1806 / V11i  (BBK V1813),Nov 2018,MediaTek Helio P60 MT6771,3315 mAh,4 GB,128 GB,16 MP,24 MP,1080x2280,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo V11i Dual SIM TD-LTE TW PH 128GB 1806  (BBK V1813),Nov 2018,MediaTek Helio P60 MT6771,3315 mAh,4 GB,128 GB,16 MP,24 MP,1080x2280,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo V11 Dual SIM TD-LTE TW 128GB 1806  (BBK V1813),Nov 2018,MediaTek Helio P60 MT6771,3315 mAh,6 GB,128 GB,16 MP,24 MP,1080x2280,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y81i Dual SIM TD-LTE MY BD  (BBK 1812),Nov 2018,MediaTek Helio A22 MT6761,3260 mAh,2 GB,16 GB,13 MP,4 MP,720x1520,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y93 Standard Edition Dual SIM TD-LTE CN V1818A  (BBK V1818),Nov 2018,Qualcomm Snapdragon 439 SDM439,4030 mAh,3 GB,64 GB,13 MP,4 MP,720x1520,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y93 Standard Edition Dual SIM TD-LTE CN V1818T  (BBK V1818),Nov 2018,Qualcomm Snapdragon 439 SDM439,4030 mAh,3 GB,64 GB,13 MP,4 MP,720x1520,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y73 Standard Edition Dual SIM TD-LTE CN 32GB V1731CA,Nov 2018,Qualcomm Snapdragon 439 SDM439,3360 mAh,3 GB,32 GB,13 MP,4 MP,720x1440,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y73 Standard Edition Dual SIM TD-LTE CN 64GB V1731CA,Nov 2018,Qualcomm Snapdragon 439 SDM439,3360 mAh,3 GB,64 GB,13 MP,4 MP,720x1440,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y73 Premium Edition Dual SIM TD-LTE CN 64GB V1731CA,Nov 2018,Qualcomm Snapdragon 439 SDM439,3360 mAh,4 GB,64 GB,13 MP,4 MP,720x1440,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y91i Dual SIM TD-LTE PH ID 1817  (BBK 1817),Nov 2018,Qualcomm Snapdragon 439 SDM439,4030 mAh,2 GB,16 GB,13 MP,8 MP,720x1520,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y91 Dual SIM TD-LTE PH 1817  (BBK 1817),Nov 2018,Qualcomm Snapdragon 439 SDM439,4030 mAh,3 GB,32 GB,13 MP,8 MP,720x1520,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y93 Premium Edition Dual SIM TD-LTE CN V1818A  (BBK V1818),Nov 2018,Qualcomm Snapdragon 439 SDM439,4030 mAh,4 GB,64 GB,13 MP,8 MP,720x1520,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Y93 Premium Edition Dual SIM TD-LTE CN V1818T  (BBK V1818),Nov 2018,Qualcomm Snapdragon 439 SDM439,4030 mAh,4 GB,64 GB,13 MP,8 MP,720x1520,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Vivo Z3 Dual SIM TD-LTE CN 128GB V1813DA / V1813BT  (BBK V1813D),Nov 2018,Qualcomm Snapdragon 710 SDM710,3315 mAh,6 GB,128 GB,16 MP,24 MP,1080x2280,Color IPS TFT LCD,Google Android 8.1 (Oreo)
